katottg;latitude;longitude
UA59040150270062273;50.2345940;34.7468089
UA59040150280062251;50.2803744;34.7906190
UA59040150290090855;50.1897731;35.0408524
UA59040150300037042;50.1660888;34.7250804
UA59040150310063243;50.2112334;34.8244147
UA59040150320040149;50.3077075;34.7282048
UA59040170000054314;50.3800164;34.5862485
UA59040170010043267;50.3800164;34.5862485
UA59040170020022860;50.4123649;34.5202358
UA59040170030095466;50.3890219;34.6139172
UA59040170040075904;50.3928660;34.7842757
UA59040170050037309;50.4182592;34.6340088
UA59040170060044959;50.4760654;34.6301818
UA59040170070039936;50.4258665;34.5819085
UA59040170080022272;50.3481067;34.6329401
UA59040170090016133;50.4183680;34.8077220
UA59040170100063508;50.3601103;34.4689883
UA59040170110042118;50.3473740;34.6954702
UA59040170120054334;50.4037420;34.7952242
UA59040170130010025;50.3990486;34.8094759
UA59040170140052488;50.3624756;34.7368249
UA59040170150059628;50.3732793;34.5306996
UA59040170160093300;50.4066111;34.7339120
UA59040170170089740;50.3938279;34.8189947
UA59040170180072364;50.3990659;34.6543965
UA59040170190083754;50.4504026;34.6208449
UA59040170200056467;50.4099773;34.7836852
UA59040170210063355;50.4220259;34.6581577
UA59040170220037482;50.3492411;34.4895961
UA59060000000086008;50.7647740;33.6483360
UA59060010000042952;50.5729062;33.3817256
UA59060010010071206;50.5729062;33.3817256
UA59060010020040055;50.5823944;33.5524940
UA59060010030037017;50.5137979;33.5170996
UA59060010040046590;50.6654184;33.3020230
UA59060010050015349;50.5391989;33.4568980
UA59060010060055548;50.5904887;33.4561751
UA59060010070080032;50.5137865;33.4651771
UA59060010080033989;50.6013290;33.1841292
UA59060010090046430;50.6194261;33.3267580
UA59060010100061192;50.5278965;33.2197064
UA59060010110018144;50.6039234;33.4728009
UA59060010120049796;50.5662655;33.3111112
UA59060010130053333;50.6640563;33.1669358
UA59060010140020239;50.6001117;33.6231978
UA59060010150041437;50.5433664;33.0871889
UA59060010160081131;50.6800419;33.2325712
UA59060010170051792;50.6994315;33.1812347
UA59060010180016192;50.5098916;33.4206105
UA59060010190076124;50.5862013;33.3614136
UA59060010200081565;50.5505111;33.2236836
UA59060010210041355;50.5039911;33.3945877
UA59060010220099177;50.5821131;33.5193529
UA59060010230081885;50.6154461;33.4239598
UA59060010240081223;50.6104544;33.6068296
UA59060010250071518;50.5870577;33.6287372
UA59060010260050138;50.6325000;33.5958333
UA59060010270057271;50.6303766;33.3736250
UA59060010280058469;50.5354452;33.5699751
UA59060010290092735;50.6408602;33.2295142
UA59060010300034928;50.5844734;33.2801719
UA59060010310023661;50.5492300;33.4334336
UA59060010320063125;50.6557126;33.3550330
UA59060010330065126;50.6184580;33.5605557
UA59060010340088591;50.5710803;33.1874330
UA59060030000069916;50.8140605;34.0346331
UA59060030010053132;50.8140605;34.0346331
UA59060030020050463;50.7769930;34.0110674
UA59060030030084627;50.8716889;34.0428241
UA59060030040079502;50.8113837;34.0966993
UA59060030050015634;50.9291736;34.0126680
UA59060030060087645;50.9051108;34.0263725
UA59060030070087511;50.8529718;34.1158880
UA59060030080066642;50.7477422;34.0899453
UA59060030090091178;50.8419985;34.1383575
UA59060030100096675;50.8351075;34.1114247
UA59060030110027485;50.7970481;34.0973721
UA59060030120076953;50.7953582;34.1274307
UA59060030130052968;50.7602450;34.0107473
UA59060030140026202;50.7915031;34.1055025
UA59060030150061537;50.8300393;34.0957389
UA59060030160015888;50.7534006;34.1465233
UA59060030170085093;50.8478769;34.1644044
UA59060030180020674;50.7749028;34.0938737
UA59060030190099005;50.7694877;34.0357364
UA59060030200084195;50.8438235;34.0603657
UA59060030210011465;50.7314605;34.0415937
UA59060030220041738;50.7681630;34.0009837
UA59060050000060884;50.8083037;33.7530764
UA59060050010079682;50.8083037;33.7530764
UA59060050020033103;50.8950609;33.7341997
UA59060050030083571;50.7690765;33.7311234
UA59060050040099170;50.8173444;33.7039245
UA59060050050060173;50.8143245;33.7159177
UA59060050060050134;50.8664961;33.6368528
UA59060050070087069;50.7582146;33.7392864
UA59060050080019824;50.8458758;33.6484673
UA59060050090091200;50.8684231;33.6730790
UA59060050100070114;50.8564518;33.7253436
UA59060050110073437;50.7622754;33.7983484
UA59060050120096265;50.7403097;33.7884891
UA59060050130094120;50.7485686;33.7464891
UA59060050140079738;50.8300906;33.7206333
UA59060050150017603;50.7192411;33.7888863
UA59060050160043501;50.8132784;33.6918673
UA59060050170095169;50.7556763;33.8007493
UA59060050180023566;50.9022012;33.6535742
UA59060050190026866;50.7637981;33.8145144
UA59060050200010592;50.7607526;33.7735391
UA59060070000040784;50.5636924;33.7936046
UA59060070010030190;50.5636924;33.7936046
UA59060070020051226;50.5791892;33.9342605
UA59060070030093650;50.5996795;33.6736746
UA59060070040022255;50.6514648;33.9938235
UA59060070050069547;50.6485610;33.8375018
UA59060070060093173;50.5340232;33.5977861
UA59060070070082593;50.4833657;33.7987840
UA59060070080072089;50.5987264;33.9352505
UA59060070090022724;50.5484381;33.8793309
UA59060070100080788;50.6486446;33.9277330
UA59060070110065708;50.5387954;33.9205428
UA59060070120014184;50.5085958;33.6028130
UA59060070130011003;50.6224304;33.7101367
UA59060070140023181;50.5282141;33.6230340
UA59060070150028790;50.6956919;33.8675146
UA59060070160087850;50.5647837;33.6694655
UA59060070170028614;50.6615631;34.0286014
UA59060070180035431;50.5629533;33.8825331
UA59060070190068208;50.6405786;33.7305531
UA59060070200095622;50.6141779;33.7412681
UA59060070210049265;50.4714530;33.7378891
UA59060070220019500;50.5250737;33.6731603
UA59060070230049335;50.6020299;33.9774803
UA59060070240083506;50.6080524;33.9181809
UA59060070250023783;50.6866853;33.9206287
UA59060070260046953;50.6362709;34.0231824
UA59060070270041043;50.6184647;33.8124008
UA59060070280022585;50.5010431;33.8234161
UA59060070290096240;50.5068417;33.7425406
UA59060070300012450;50.7086111;33.9463889
UA59060070310067154;50.6564740;33.7594675
UA59060070320056792;50.5995091;33.9622237
UA59060070330011091;50.5702844;33.9638598
UA59060070340053435;50.5388112;33.8439018
UA59060070350037903;50.5710589;33.7032115
UA59060070360045252;50.5549509;33.9345068
UA59060070370015015;50.5135312;33.5736467
UA59060070380017060;50.6777556;33.7913093
UA59060070390033853;50.5456317;33.6540328
UA59060070400078785;50.5966738;33.8673844
UA59060090000012687;50.8871800;33.9122200
UA59060090010092203;50.8331945;33.8798550
UA59060090020070314;50.9869890;33.9717150
UA59060090030034253;50.8894036;33.9079891
UA59060090040093591;50.9476808;34.0139485
UA59060090050094552;50.8366684;33.8197584
UA59060090060034620;50.8816075;33.9297572
UA59060090070031443;50.9759408;33.8368972
UA59060090080050745;50.8544837;33.8505416
UA59060090090049072;50.8283160;33.9335986
UA59060090100017555;50.7454205;33.8602914
UA59060090110035898;50.8287015;33.9705830
UA59060090120013476;50.9936375;34.0533632
UA59060090130064700;50.8206408;33.8309008
UA59060090140042967;50.7221589;34.0046650
UA59060090150033624;51.0105297;33.9435223
UA59060090160024591;50.9195078;33.7137157
UA59060090170039415;50.9079267;33.8995060
UA59060090180094853;50.8563878;33.9990630
UA59060090190013502;50.9552636;33.9684916
UA59060090200099312;50.8602800;33.9250424
UA59060090210057850;50.8482652;33.8913854
UA59060090220032539;50.9086353;33.9204850
UA59060090230046359;50.9122886;33.9930391
UA59060090240017669;51.0179003;33.9694520
UA59060090250015339;50.8881887;33.9468836
UA59060090260025216;50.8412899;33.9825768
UA59060090270058752;50.8481475;33.7936964
UA59060090280095446;50.8712173;33.8333026
UA59060090290011324;50.8315039;33.7886542
UA59060090300092772;50.9528822;33.8537522
UA59060090310030863;50.7297786;33.8558097
UA59060090320061662;50.8219291;33.9564871
UA59060090330098716;50.9580113;33.8981330
UA59060090340017133;51.0453528;33.9920203
UA59060090350070245;50.9735734;33.7598970
UA59060090360095837;50.7647117;33.9780952
UA59060090370068518;50.9540751;33.6958698
UA59060090380053449;50.9805489;33.8728265
UA59060090390058977;50.9618280;33.8101268
UA59060090400059664;50.7291691;33.9007864
UA59060090410058355;50.9594426;33.7410060
UA59060090420026087;50.7892777;33.9742758
UA59060090430096467;50.7675380;33.8741931
UA59060090440075039;50.9202713;33.8521283
UA59060090450094368;50.8593822;33.9094385
UA59060090460067428;50.9413975;34.0226091
UA59060090470093265;50.8700628;33.9795357
UA59060090480063939;50.9119710;33.8145709
UA59060090490054252;50.8469649;33.9612889
UA59060090500099692;50.9511802;33.9167079
UA59060090510058030;50.7423164;33.9626631
UA59060090520021105;50.9615895;33.8756593
UA59060090530072744;50.9433423;33.6897194
UA59060110000049734;50.7428128;33.4879081
UA59060110010062596;50.7428128;33.4879081
UA59060110020098714;50.9133209;33.3850460
UA59060110030097039;50.7571391;33.2939321
UA59060110040052541;50.6677451;33.4592113
UA59060110050015596;50.6765737;33.5082700
UA59060110060037848;50.6483409;33.6477324
UA59060110070089544;50.8053887;33.4928655
UA59060110080049061;50.8902550;33.2810565
UA59060110090056196;50.6836241;33.7224758
UA59060110100010800;50.8480913;33.2606546
UA59060110110034393;50.6237924;33.5124134
UA59060110120033179;50.7927227;33.6242196
UA59060110130038769;50.8254097;33.3625590
UA59060110140076787;50.7696744;33.2642244
UA59060110150061663;50.7164714;33.6171555
UA59060110160065702;50.9133172;33.2366011
UA59060110170065497;50.7546097;33.5337009
UA59060110180041534;50.8343791;33.4609460
UA59060110190048035;50.7614394;33.3603585
UA59060110200092111;50.7886199;33.4227934
UA59060110210094597;50.7922004;33.5748683
UA59060110220079784;50.8664630;33.2940742
UA59060110230029418;50.7064898;33.7383774
UA59060110240083334;50.7405490;33.4186840
UA59060110250074221;50.7569993;33.6799357
UA59060110260021357;50.6715904;33.6785261
UA59060110270011695;50.8222718;33.4079229
UA59060110280085581;50.6490100;33.6662784
UA59060110290028932;50.7130701;33.5820474
UA59060110300015152;50.8078673;33.5399543
UA59060110310099605;50.7062632;33.4013347
UA59060110320068407;50.7973881;33.1929422
UA59060110330064764;50.7289753;33.3349278
UA59060110340062482;50.6733359;33.6591535
UA59060110350060772;50.6460473;33.5712599
UA59060110360081745;50.7382746;33.3747310
UA59060110370088018;50.6259995;33.5434963
UA59060110380026775;50.7403724;33.7070129
UA59060110390016353;50.7271758;33.2858207
UA59060110400095688;50.6687423;33.5789163
UA59060110410028004;50.6340915;33.4808969
UA59060110420081682;50.8263218;33.1954163
UA59060110430061579;50.8039388;33.4289958
UA59060110440095698;50.7666731;33.1954163
UA59060110450053851;50.8398818;33.3109084
UA59060110460034044;50.6612215;33.3878794
UA59060110470035305;50.7747005;33.4097925
UA59060110480090321;50.7790933;33.3623272
UA59060110490014796;50.6408950;33.5491346
UA59060110500089462;50.7647738;33.4258418
UA59060110510039512;50.6604725;33.6019032
UA59060110520045674;50.6780819;33.5955821
UA59060110530084049;50.6909406;33.4735623
UA59060110540017647;50.7741731;33.5273293
UA59060110550042494;50.9588365;33.2138823
UA59060110560024947;50.6992390;33.6733766
UA59060110570079233;50.8083003;33.3978042
UA59060110580067658;50.6790179;33.4227787
UA59060110590066393;50.8758233;33.2317609
UA59060110600023168;50.7819304;33.6751415
UA59060110610075157;50.7783699;33.5753998
UA59060110620057431;50.8059477;33.3256255
UA59060110630070735;50.8572871;33.3561285
UA59060110640093243;50.6628617;33.5510140
UA59060110650056553;50.6890099;33.4248050
UA59060110660055932;50.7821825;33.3375451
UA59060110670041849;50.8063889;33.5575000
UA59060110680057206;50.7486111;33.6336111
UA59060110690091731;50.6878467;33.6846544
UA59060110700012293;50.8014088;33.2214392
UA59060110710046836;50.7371870;33.6199746
UA59060110720065530;50.7221158;33.6379738
UA59060110730013859;50.7007198;33.3463868
UA59060110740065203;50.6535255;33.4906887
UA59060110750096198;50.7863900;33.4845085
UA59060130000041204;50.5386111;34.1016667
UA59060130010098530;50.5386111;34.1016667
UA59060130020062288;50.6941956;34.0677665
UA59060130030024487;50.5829187;34.1586278
UA59060130040079926;50.5700131;34.0171475
UA59060130050027649;50.5823336;34.1834672
UA59060130060089400;50.6264792;34.0671507
UA59060130070077643;50.7043641;34.0197339
UA59060130080045006;50.6031798;34.0767572
UA59060130090088075;50.6387813;34.1008681
UA59060130100047936;50.4890478;34.1090482
UA59060130110048724;50.6256032;34.1519911
UA59060130120026916;50.6504456;34.0806983
UA59060130130024483;50.6484045;34.1636748
UA59060130140048663;50.5908251;34.0015388
UA59060130150026862;50.5744837;34.1111189
UA59060130160012072;50.5936907;34.0376618
UA59060130170099949;50.6133743;34.0658708
UA59060130180024670;50.6361925;34.0726929
UA59060130190083924;50.5503456;33.9848853
UA59060130200069288;50.6596060;34.1246666
UA59060130210068106;50.5188099;34.0556916
UA59060130220094738;50.5528788;34.1494720
UA59060130230061472;50.5399636;34.2148711
UA59060130240082679;50.7080399;34.0712150
UA59060130250076433;50.6720375;34.0555576
UA59060130260086926;50.5122611;34.0381000
UA59060130270062974;50.6044339;34.2034893
UA59060130280097883;50.6902258;34.0282450
UA59060150000055022;50.8905024;33.4859016
UA59060150010083858;50.8905024;33.4859016
UA59060150020055847;50.8421221;33.5851211
UA59060150030024520;50.8599150;33.6166947
UA59060150040068145;50.8519537;33.5505532
UA59060150050063079;50.8093253;33.6003734
UA59060150060018674;50.9557548;33.3767421
UA59060150070037490;50.8215619;33.6420192
UA59060150080025548;50.8280454;33.5146945
UA59060150090086963;50.9490317;33.4408177
UA59060150100077446;50.8738503;33.5241896
UA59060150110022528;50.7993474;33.5969878
UA59060150120073670;50.8395206;33.5984517
UA59060150130077240;50.9756139;33.5016636
UA59060150140015787;50.9592963;33.2852086
UA59060150150052237;50.8235976;33.5787446
UA59060150160015904;50.9229306;33.5882722
UA59060150170086358;50.9555211;33.4883508
UA59060150180020956;50.9485635;33.3565744
UA59060150190084617;51.0140606;33.5492946
UA59060150200026310;50.9289981;33.3242184
UA59060150210039094;50.9955136;33.6090834
UA59060150220037912;50.8704822;33.5739738
UA59060150230046995;50.9597916;33.6272751
UA59060150240044760;50.9849845;33.5736085
UA59060150250042819;50.9355476;33.4108971
UA59080000000057897;50.8203710;34.7546000
UA59080010000078468;50.8919100;34.9427100
UA59080010010088745;50.8575908;34.9437837
UA59080010020083914;50.9043820;35.0121349
UA59080010030055314;50.9217830;34.9068380
UA59080010040084553;50.8925215;34.9991325
UA59080030000075526;51.1532312;34.3025366
UA59080030010079123;51.1532312;34.3025366
UA59080030020083051;51.2272543;34.2729399
UA59080030030017866;51.1801159;34.1370144
UA59080030040094278;51.2662944;34.3944236
UA59080030050068690;51.1746512;34.4269045
UA59080030060053655;51.2346077;34.3340549
UA59080030070022490;51.1475948;34.4054835
UA59080030080030199;51.2425549;34.4645040
UA59080030090081480;51.0995239;34.2981999
UA59080030100082931;51.0294399;34.2923914
UA59080030110020504;51.1855795;34.3531103
UA59080030120032086;51.2307144;34.3051129
UA59080030130061170;51.1601705;34.4197480
UA59080030140050481;51.2067094;34.6518145
UA59080030150015473;51.0646468;34.3223611
UA59080030160082682;51.2366583;34.3950114
UA59080030170070881;51.0336147;34.1362649
UA59080030180057724;51.1753555;34.4101466
UA59080030190026666;51.2117983;34.5690737
UA59080030200041925;51.2070986;34.4318246
UA59080030210092425;51.1098807;34.3171196
UA59080030220036336;51.0400046;34.3442736
UA59080030230031969;51.0690556;34.1945403
UA59080030240016003;51.2347773;34.5952851
UA59080030250062202;51.1281333;34.4150279
UA59080030260085753;51.1744645;34.5219404
UA59080030270060181;51.1967247;34.5363623
UA59080030280093919;51.1403528;34.4434148
UA59080030290079602;51.0713346;34.2585245
UA59080030300090125;51.2532162;34.4291537
UA59080030310011375;51.2206542;34.1743614
UA59080030320019547;51.0110388;34.2205533
UA59080030330088005;51.2016611;34.3823714
UA59080030340019648;51.0649677;34.1410617
UA59080030350027401;51.2194011;34.6314642
UA59080030360027368;51.1718861;34.4467332
UA59080030370089250;51.2123079;34.5142788
UA59080030380074275;51.0760890;34.1120010
UA59080030390050950;51.2524720;34.2523505
UA59080030400037019;51.2562909;34.4535466
UA59080030410050306;51.0262099;34.1792694
UA59080030420070403;51.0015268;34.1804299
UA59080030430094271;51.0480556;34.3066667
UA59080030440076346;51.2146050;34.3793557
UA59080030450074368;51.1948739;34.3242053
UA59080030460065108;51.2203282;34.2223371
UA59080030470088510;51.1521002;34.4641907
UA59080030480020630;51.2081720;34.2902273
UA59080030490029718;51.0201526;34.1930092
UA59080030500029551;51.0423200;34.1530366
UA59080030510068119;51.2257415;34.4696893
UA59080030520020264;51.0753973;34.3112309
UA59080030530072680;51.1100563;34.2614608
UA59080030540028027;51.1088435;34.3710237
UA59080050000061215;50.8282915;34.9543388
UA59080050010056385;50.8282915;34.9543388
UA59080050020070690;50.7656575;35.0298382
UA59080050030038519;50.8477041;35.0165482
UA59080050040038557;50.7275032;35.1290597
UA59080050050052381;50.7424718;35.0748563
UA59080050060079494;50.8386446;34.8955634
UA59080050070081816;50.8269201;35.0261467
UA59080050080041184;50.7474985;35.0174260
UA59080050090073487;50.8503031;34.9823162
UA59080050100088838;50.7636790;34.9922184
UA59080070000062635;51.1211900;34.1455100
UA59080070010055315;51.1748673;34.2299259
UA59080070020028958;51.0983170;34.1317746
UA59080070030052020;51.0431891;34.0611618
UA59080070040047485;51.0608672;34.0403640
UA59080070050076386;51.0962686;34.1515608
UA59080070060050104;51.1247262;34.1234110
UA59080070070060763;51.0757324;34.0424439
UA59080070080089725;51.1134393;34.1919439
UA59080070090031812;51.0572222;34.0969444
UA59080070100055205;51.1260626;34.2271381
UA59080070110068580;51.1061389;34.0947407
UA59080070120050243;51.1645979;34.1667924
UA59080070130051429;51.1354218;34.1799919
UA59080090000092991;50.7731880;35.2717445
UA59080090010070278;50.7731880;35.2717445
UA59080090020050498;50.8626066;35.2687728
UA59080090030078681;50.6052700;35.2035587
UA59080090040083324;50.5629305;35.3536773
UA59080090050088967;50.6886305;35.2066330
UA59080090060035210;50.7207519;35.1675225
UA59080090070045605;50.7497434;35.4699514
UA59080090080064231;50.8315754;35.2127849
UA59080090090041059;50.6772263;35.1163957
UA59080090100048239;50.8330958;35.0969500
UA59080090110016726;50.6972317;35.4569561
UA59080090120060971;50.7803938;35.1207709
UA59080090130029569;50.6874498;35.2968704
UA59080090140022372;50.7028212;35.3306214
UA59080090150074726;50.6577671;35.2139093
UA59080090160030309;50.9186304;35.3796351
UA59080090170040037;50.9152158;35.0840461
UA59080090180016350;50.6323141;35.3154861
UA59080090190061582;50.7973543;35.3259189
UA59080090200086699;50.6911086;35.0675411
UA59080090210039757;50.8634403;35.2298392
UA59080090220032038;50.7558994;35.3814710
UA59080090230074191;50.6659398;35.2696520
UA59080090240089891;50.8471567;35.2909584
UA59080090250050406;50.8990256;35.1666789
UA59080090260011337;50.9029737;35.2921459
UA59080090270092733;50.8023394;35.3853015
UA59080090280078999;50.7686402;35.4710660
UA59080090290069917;50.5586527;35.3733899
UA59080090300039254;50.9228034;35.3535272
UA59080090310021290;50.6913281;35.3944239
UA59080090320040978;50.8093383;35.1483661
UA59080090330034634;50.5911611;35.3539667
UA59080090340028495;50.8491534;35.3779345
UA59080090350038390;50.7293668;35.3784018
UA59080090360033643;50.8932630;35.3560749
UA59080090370052950;50.8417419;35.0609391
UA59080090380020145;50.7244005;35.2316720
UA59080090390094754;50.7599983;35.1722140
UA59080090400078417;50.7011776;35.1311687
UA59080090410052906;50.6620297;35.3482757
UA59080090420027751;50.9421460;35.3149656
UA59080090430095853;50.8261927;35.2992367
UA59080110000034361;50.5830541;34.4823464
UA59080110010031484;50.5830541;34.4823464
UA59080110020097732;50.6709263;34.3365701
UA59080110030092027;50.5552573;34.3715562
UA59080110040077641;50.7575040;34.5873450
UA59080110050026282;50.4129966;34.4230107
UA59080110060052227;50.6287995;34.6219754
UA59080110070090252;50.4927484;34.3355974
UA59080110080015324;50.7361587;34.4012346
UA59080110090017006;50.4644918;34.4090185
UA59080110100024702;50.4972305;34.4310153
UA59080110110061794;50.7546794;34.4144693
UA59080110120057358;50.4139543;34.4804708
UA59080110130016902;50.7777676;34.6441181
UA59080110140046800;50.6613314;34.1813367
UA59080110150058671;50.6932729;34.7896736
UA59080110160098622;50.7456951;34.1644710
UA59080110170059626;50.5044843;34.6063999
UA59080110180098651;50.5445509;34.6878486
UA59080110190098794;50.3945155;34.4415664
UA59080110200095288;50.7090847;34.6423320
UA59080110210083507;50.7174360;34.3185472
UA59080110220012296;50.8045544;34.2467473
UA59080110230049852;50.5375388;34.4493313
UA59080110240045885;50.5925400;34.7413032
UA59080110250097971;50.5723795;34.3408813
UA59080110260032465;50.7632310;34.5124308
UA59080110270033435;50.4605243;34.4912764
UA59080110280031893;50.7697878;34.2500438
UA59080110290013586;50.7375193;34.3338242
UA59080110300019831;50.7043802;34.2633051
UA59080110310087296;50.5825658;34.2724402
UA59080110320036518;50.5096377;34.5372991
UA59080110330086695;50.8239880;34.3730748
UA59080110340072473;50.6737598;34.6230726
UA59080110350060490;50.7613743;34.3735695
UA59080110360095198;50.7946714;34.1720649
UA59080110370069254;50.5223610;34.4530258
UA59080110380069976;50.7705783;34.1918295
UA59080110390011511;50.4863904;34.5570893
UA59080110400038686;50.5240432;34.2925603
UA59080110410076184;50.5010016;34.5621696
UA59080110420085729;50.4628043;34.2936678
UA59080110430082702;50.6065002;34.7154110
UA59080110440032668;50.7348584;34.2491108
UA59080110450092286;50.6815308;34.6856529
UA59080110460015717;50.7862626;34.2691762
UA59080110470069602;50.5244637;34.6039261
UA59080110480055551;50.5180854;34.6696760
UA59080110490017975;50.6179766;34.5439248
UA59080110500050807;50.6291635;34.4124559
UA59080110510046715;50.4949122;34.4807321
UA59080110520062228;50.6182419;34.3739096
UA59080110530059518;50.5538801;34.7206218
UA59080110540089260;50.7598576;34.5527534
UA59080110550060145;50.7377970;34.5628499
UA59080110560091114;50.6559048;34.2930550
UA59080110570056867;50.5151060;34.6014524
UA59080110580074548;50.7106272;34.3588650
UA59080110590024925;50.6335791;34.8078589
UA59080110600047937;50.7656628;34.3651587
UA59080110610072144;50.7441643;34.4022241
UA59080110620062488;50.6994748;34.4941395
UA59080110630052130;50.7674408;34.2103004
UA59080110640047723;50.7773755;34.3008405
UA59080110650011221;50.6603901;34.4154305
UA59080110660050428;50.4257809;34.3548315
UA59080110670050055;50.5932748;34.2729350
UA59080110680096127;50.6512917;34.2364880
UA59080110690094377;50.5931698;34.6728620
UA59080110700032494;50.6274962;34.2542298
UA59080110710080828;50.5732142;34.5587970
UA59080110720038138;50.7155400;34.2368257
UA59080110730060479;50.7521180;34.3369013
UA59080110740020489;50.7219201;34.3629245
UA59080110750040618;50.5870807;34.7658760
UA59080110760095702;50.7010586;34.3687748
UA59080110770079369;50.7158333;34.6973936
UA59080110780054207;50.3996112;34.3765587
UA59080110790066809;50.6439132;34.7282109
UA59080110800097150;50.5714343;34.6835817
UA59080110810020899;50.7484150;34.3037314
UA59080110820024580;50.8354772;34.1858924
UA59080110830058272;50.7380164;34.6542812
UA59080110840056065;50.6313663;34.3235649
UA59080110850050107;50.7009515;34.1242286
UA59080110860029564;50.5436167;34.3376854
UA59080110870055201;50.7704737;34.2800608
UA59080110880084985;50.4796560;34.5351552
UA59080110890096238;50.6205641;34.6831471
UA59080110900094838;50.7777937;34.3282170
UA59080110910074829;50.5539745;34.6185066
UA59080110920028275;50.6016723;34.7434471
UA59080110930060967;50.5041667;34.3633333
UA59080110940082624;50.4350000;34.4933333
UA59080110950021050;50.6133333;34.7369444
UA59080110960092293;50.7250000;34.3202778
UA59080110970070624;50.7535286;34.3861033
UA59080110980095523;50.4695526;34.5081086
UA59080110990061321;50.6607793;34.6860716
UA59080111000092834;50.5998703;34.7748401
UA59080111010051333;50.6761869;34.2725833
UA59080111020048805;50.7384059;34.2031540
UA59080111030050011;50.6864069;34.6351362
UA59080111040062313;50.6703333;34.8043865
UA59080111050012947;50.6643378;34.4800390
UA59080111060017963;50.4909741;34.5062885
UA59080111070034392;50.5091119;34.6174495
UA59080111080025160;50.5902303;34.7610934
UA59080111090066429;50.7726182;34.5764370
UA59080111100075435;50.5819877;34.3642361
UA59080111110065628;50.7630741;34.5564640
UA59080111120094015;50.4779662;34.5992393
UA59080111130034326;50.5433837;34.5066793
UA59080111140074472;50.4898624;34.2991570
UA59080111150085370;50.6006057;34.2825381
UA59080111160046806;50.5596698;34.2440743
UA59080111170015117;50.7956262;34.3444883
UA59080111180042198;50.7015759;34.3520775
UA59080111190028625;50.6196169;34.7084844
UA59080111200046193;50.5813058;34.7175549
UA59080111210062768;50.8016282;34.2978720
UA59080111220090906;50.6560096;34.8793398
UA59080111230066201;50.6742057;34.1425395
UA59080111240098493;50.8256593;34.2165673
UA59080111250052845;50.6871764;34.3328010
UA59080130000022249;50.9421852;34.3820463
UA59080130010087968;50.9421852;34.3820463
UA59080130020076190;50.9732911;34.2980082
UA59080130030026792;50.9663229;34.4742299
UA59080130040092915;50.9354288;34.2861364
UA59080130050068736;50.9890575;34.1160773
UA59080130060043569;50.9587763;34.1436234
UA59080130070066778;50.8337520;34.4023963
UA59080130080083957;50.9714874;34.4416397
UA59080130090060290;50.8359497;34.2627289
UA59080130100077876;50.8457656;34.2465275
UA59080130110015569;50.9277831;34.3334782
UA59080130120098704;51.0243307;34.0869590
UA59080130130057100;50.9652698;34.3947036
UA59080130140036987;50.9322528;34.4335183
UA59080130150081051;50.9222723;34.1903218
UA59080130160050136;50.8882575;34.2815341
UA59080130170049057;50.8297109;34.2415059
UA59080130180092728;50.8565001;34.3518852
UA59080130190071916;50.8680871;34.3973907
UA59080130200067469;50.8862683;34.2657220
UA59080130210049202;50.8243402;34.2773984
UA59080130220057994;50.9352241;34.2293877
UA59080130230017706;50.9511819;34.3470978
UA59080130240072924;50.9714618;34.3819421
UA59080130250029333;50.8649200;34.4527377
UA59080130260047189;50.9890339;34.1556024
UA59080130270041566;50.9524728;34.0708887
UA59080130280050271;50.8473137;34.3719472
UA59080130290022146;50.9504959;34.0917658
UA59080130300076676;50.8837468;34.4440117
UA59080130310069195;50.9805802;34.3968786
UA59080130320085712;50.9832489;34.3857203
UA59080130330060590;50.8535162;34.2873244
UA59080130340072665;51.0081106;34.1270096
UA59080130350031903;50.9135480;34.4091764
UA59080130360073381;50.9014712;34.1422125
UA59080130370033470;50.9563369;34.2170373
UA59080130380098825;50.9862669;34.4851280
UA59080130390056843;50.9333418;34.4682401
UA59080130400046424;50.9886834;34.1772685
UA59080130410090445;50.9589689;34.3498125
UA59080130420046562;50.9951020;34.4355033
UA59080150000013842;51.0575641;34.6658592
UA59080150010050056;51.0575641;34.6658592
UA59080150020012161;51.1525441;34.5874242
UA59080150030012470;51.0376347;34.5728198
UA59080150040099198;50.9758936;34.6739290
UA59080150050020345;51.0428309;34.6147533
UA59080150060013540;51.1044118;34.6092586
UA59080150070052302;50.9687803;34.7064911
UA59080150080054719;51.1620009;34.5518530
UA59080150090056896;51.0926668;34.5865566
UA59080150100057425;51.0699301;34.5689031
UA59080150110041786;51.0516343;34.7190655
UA59080150120077606;50.9837234;34.6154763
UA59080150130042563;50.9951312;34.5401405
UA59080150140034729;51.0039817;34.6438176
UA59080150150013587;51.0350820;34.6513367
UA59080150160040474;50.9769344;34.7173451
UA59080150170083125;51.0225990;34.5687091
UA59080150180065921;51.0279726;34.7326333
UA59080150190040726;50.9888889;34.6625000
UA59080150200073350;51.0241667;34.6005556
UA59080150210094324;51.0083608;34.6172115
UA59080150220016122;51.0386375;34.5984137
UA59080150230089341;51.0786417;34.6509029
UA59080150240048164;50.9873742;34.5757117
UA59080150250030821;51.1409766;34.6380823
UA59080150260030812;51.0027957;34.6856065
UA59080170000056499;50.9840800;35.2103300
UA59080170010043659;51.0225000;35.2602778
UA59080170020039917;50.9927400;35.0595887
UA59080170030096327;51.0103335;35.1775761
UA59080170040089948;50.9320814;35.2565186
